name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,risk_probability,predicted_risk_probability,risk_level
Meera Pinto,18,Male,BBA,3rd Year,73,5.2,8.4,7.1,4.2,6.2,1.0,occasionally,0,6.2,2,1,0.48638833028183803,0.48,Medium
Jay Jain,22,Female,BCom,2nd Year,73,5.5,6.5,6.2,6.8,6.5,2.0,rarely,0,6.3,1,1,0.6137707476663565,0.62,High
Pranav Banerjee,18,Male,BBA,1st Year,72,5.8,8.3,8.2,8.6,6.8,1.0,occasionally,0,7.5,2,1,0.3302818381006694,0.33,Medium
Vivek Bansal,20,Male,BSc IT,3rd Year,59,6.0,8.8,4.8,7.0,9.5,2.0,never,1,7.2,0,1,0.6250562775760123,0.63,High
Kunal Trivedi,20,Male,BSc IT,1st Year,51,7.8,7.3,9.5,8.6,6.3,1.0,occasionally,0,7.9,2,1,0.3851337155206051,0.38,Medium
Pooja Mathew,20,Male,BSc CS,3rd Year,66,5.9,7.0,7.9,5.0,5.9,0.0,never,1,6.3,0,0,0.5461926343908514,0.54,Medium
Arjun Kamble,20,Female,BSc CS,3rd Year,94,9.7,8.7,8.1,8.7,7.5,0.0,rarely,0,8.5,1,0,0.09678242338745974,0.14,Low
Nikhil Nair,19,Female,BCom,1st Year,87,5.9,5.6,6.8,5.8,8.7,0.0,regularly,0,6.6,3,0,0.24481495933007166,0.24,Low
Ananya Shetty,21,Male,BCom,2nd Year,60,7.9,8.2,8.2,6.8,7.1,1.0,regularly,0,7.6,3,1,0.3151394183149742,0.31,Medium
Kabir George,22,Female,BSc IT,2nd Year,88,6.0,7.0,6.7,4.4,7.0,1.0,occasionally,0,6.2,2,1,0.42197676861662203,0.41,Medium
Harsh Mhatre,22,Female,BBA,1st Year,60,5.4,6.6,4.9,8.6,7.6,1.0,regularly,0,6.6,3,1,0.438409820812198,0.43,Medium
Harsh Bansal,20,Female,BSc CS,1st Year,75,7.4,5.8,7.0,6.9,7.0,2.0,regularly,0,6.8,3,1,0.4206711288531381,0.42,Medium
Jay Varghese,20,Female,BSc CS,3rd Year,55,9.4,6.8,7.3,8.1,4.6,0.0,regularly,0,7.2,3,0,0.3077257856349611,0.31,Medium
Saanvi Mehta,21,Female,BSc CS,3rd Year,75,6.0,5.0,5.7,5.0,9.1,0.0,occasionally,0,6.2,2,0,0.40707446648857937,0.41,Medium
Parth Arora,22,Female,BSc CS,2nd Year,83,9.8,6.0,6.9,9.2,7.0,0.0,never,0,7.8,0,0,0.29839121169372984,0.29,Low
Palak Shirke,18,Male,BA,3rd Year,64,7.1,7.2,6.8,5.8,7.1,3.0,occasionally,1,6.8,2,1,0.6073175856169523,0.6,Medium
Neha Pinto,22,Male,BSc IT,2nd Year,95,6.7,7.2,6.6,6.3,8.5,0.0,never,0,7.1,0,0,0.3276255365128912,0.32,Medium
Hitesh Verma,18,Female,BSc CS,1st Year,67,5.7,7.1,7.7,8.4,7.0,0.0,rarely,0,7.2,1,0,0.3803613770747667,0.38,Medium
Manav Yadav,20,Female,BCom,2nd Year,81,7.1,6.4,6.2,4.6,8.4,0.0,never,0,6.6,0,0,0.4546177627037248,0.46,Medium
Raj Shah,20,Female,BCom,3rd Year,73,8.2,6.3,10.0,7.2,9.8,1.0,never,0,8.3,0,1,0.35696491280727566,0.37,Medium
Atharva Katpara,19,Male,BSc CS,2nd Year,67,7.1,7.0,8.3,4.8,6.8,0.0,rarely,0,6.8,1,0,0.4303208572200379,0.43,Medium
Saanvi Arora,21,Male,BA,2nd Year,73,6.5,5.9,6.1,8.1,7.0,1.0,occasionally,0,6.7,2,1,0.4273193864993847,0.43,Medium
Atharva Bhat,22,Female,BCom,1st Year,66,6.1,7.0,7.0,7.3,7.0,1.0,rarely,0,6.9,1,1,0.4941921541555361,0.5,Medium
Ansh Desai,22,Male,BSc CS,1st Year,85,8.4,6.8,8.9,7.9,9.6,0.0,rarely,0,8.3,1,0,0.1650658822823182,0.18,Low
Atharva Pinto,21,Female,BSc CS,3rd Year,85,7.2,6.1,8.0,8.3,5.4,3.0,regularly,0,7.0,3,1,0.4292103130533962,0.43,Medium
Shaurya Sawant,20,Male,BCom,3rd Year,69,7.3,5.9,5.0,7.8,7.7,0.0,rarely,0,6.7,1,0,0.4248731878620523,0.42,Medium
Vidhi Pawar,18,Female,BCom,2nd Year,100,4.7,6.5,7.9,6.9,8.3,1.0,never,0,6.8,0,1,0.40904042981060706,0.42,Medium
Yash Chowdhury,19,Male,BBA,3rd Year,82,8.2,9.0,7.5,6.6,6.4,0.0,never,0,7.6,0,0,0.3278356394633371,0.33,Medium
Shreya Saxena,18,Male,BBA,1st Year,50,7.9,5.4,5.8,6.7,7.8,0.0,occasionally,0,6.7,2,0,0.45742413782753544,0.45,Medium
Arjun Singh,20,Male,BBA,3rd Year,85,6.9,6.9,6.5,8.0,6.7,2.0,occasionally,0,7.0,2,1,0.41478824624065785,0.41,Medium
Dhruv Mathew,21,Female,BCom,2nd Year,78,8.0,7.9,7.6,8.4,7.1,2.0,occasionally,0,7.8,2,1,0.3484857580214305,0.35,Medium
Pallavi Menon,22,Female,BSc IT,1st Year,52,8.4,6.7,3.0,7.7,5.7,1.0,never,1,6.3,0,1,0.6909835819551581,0.69,High
Sagar Patankar,22,Male,BSc IT,3rd Year,93,7.3,6.5,6.8,8.6,7.8,1.0,regularly,0,7.4,3,1,0.19267941291232707,0.19,Low
Shivansh Chavan,20,Male,BCom,1st Year,100,6.7,7.4,7.3,8.1,7.3,1.0,never,0,7.4,0,1,0.34684995647867456,0.35,Medium
Aditi Nikam,19,Female,BCom,3rd Year,86,5.9,8.6,7.9,5.9,7.0,1.0,occasionally,0,7.0,2,1,0.3284809556682774,0.33,Medium
Jinal Reddy,21,Male,BBA,1st Year,92,5.8,6.3,6.2,6.4,7.0,0.0,rarely,0,6.3,1,0,0.37257256055467175,0.38,Medium
Sonal Shaikh,19,Female,BCom,2nd Year,60,6.5,7.0,7.1,8.9,6.2,0.0,occasionally,0,7.1,2,0,0.35917099378695555,0.35,Medium
Mehul Prajapati,22,Male,BBA,1st Year,70,8.5,5.9,6.7,6.2,6.2,0.0,never,0,6.7,0,0,0.4882042200678332,0.49,Medium
Simran George,22,Male,BSc IT,1st Year,71,6.7,7.0,7.6,6.1,8.4,1.0,regularly,0,7.1,3,1,0.3246390731458413,0.32,Medium
Divya Mhatre,20,Male,BCom,1st Year,43,5.0,5.2,6.4,7.0,8.4,2.0,occasionally,0,6.4,2,1,0.6719542575862172,0.66,High
Bhavesh Malhotra,19,Female,BBA,3rd Year,86,6.0,6.9,7.1,7.4,5.7,1.0,regularly,0,6.6,3,1,0.31899630819101366,0.32,Medium
Yash Das,19,Male,BBA,2nd Year,78,7.3,7.4,7.6,6.1,6.7,2.0,rarely,0,7.0,1,1,0.502611279526968,0.5,Medium
Diya Agarwal,22,Male,BA,3rd Year,98,6.2,7.3,6.5,9.0,8.6,0.0,occasionally,0,7.5,2,0,0.1429150283638982,0.15,Low
Vaishnavi Inamdar,18,Male,BSc IT,1st Year,100,7.3,5.8,6.2,7.6,7.4,1.0,occasionally,0,6.9,2,1,0.2875408950385689,0.29,Low
Sumit Chavan,18,Female,BSc CS,3rd Year,90,7.2,4.6,8.8,7.5,6.8,1.0,never,0,7.0,0,1,0.4362187471861212,0.44,Medium
Payal Shah,19,Male,BBA,2nd Year,70,8.1,6.4,6.8,6.5,9.6,1.0,never,0,7.5,0,1,0.46831947654350636,0.47,Medium
Deepak Gupta,18,Female,BBA,2nd Year,86,7.3,6.1,6.7,6.9,6.3,4.0,never,1,6.7,0,1,0.7199027523486509,0.71,High
Aditi Saxena,20,Male,BCom,3rd Year,79,8.6,7.5,5.2,9.6,6.7,0.0,never,0,7.5,0,0,0.3512771257916377,0.36,Medium
Arnav Mehta,20,Male,BSc CS,1st Year,90,6.8,7.3,7.1,6.6,7.4,0.0,occasionally,0,7.0,2,0,0.2368760692739441,0.23,Low
Meera Dubey,18,Male,BCom,3rd Year,66,8.2,6.9,7.0,5.4,8.5,0.0,regularly,0,7.2,3,0,0.2666806735300296,0.26,Low
Kavya Pandey,20,Female,BBA,3rd Year,56,8.9,5.3,6.8,6.9,6.6,2.0,occasionally,0,6.9,2,1,0.5540264729717563,0.55,Medium
Darshan Desai,22,Female,BA,3rd Year,48,6.4,5.2,7.8,6.5,6.6,5.0,regularly,1,6.5,3,1,0.8050244619863735,0.79,High
Jay Inamdar,21,Female,BA,1st Year,61,7.5,7.5,6.3,7.4,6.9,0.0,rarely,0,7.1,1,0,0.4177747096077077,0.41,Medium
Myra Shah,19,Male,BA,1st Year,77,7.4,6.3,8.0,5.7,7.7,0.0,occasionally,0,7.0,2,0,0.29384398355194047,0.3,Low
Rudra Jain,20,Male,BBA,2nd Year,81,7.3,7.7,5.8,6.9,7.4,1.0,never,0,7.0,0,1,0.47174115316505083,0.48,Medium
Shreya Malhotra,21,Female,BSc IT,2nd Year,57,6.6,5.4,8.4,7.9,8.0,0.0,regularly,0,7.3,3,0,0.3004622264909804,0.3,Low
Dev Sawant,20,Female,BSc IT,2nd Year,76,5.6,8.1,9.4,7.4,8.7,1.0,occasionally,0,7.8,2,1,0.2802173064801752,0.28,Low
Siddharth Shaikh,20,Male,BA,3rd Year,78,7.2,7.0,7.0,8.2,7.0,1.0,rarely,0,7.3,1,1,0.3950085541915537,0.39,Medium
Aniket Gawande,20,Female,BCom,3rd Year,50,7.2,7.0,5.8,8.0,7.0,0.0,occasionally,0,7.0,2,0,0.4213164450580784,0.42,Medium
Kiara Yadav,18,Female,BBA,2nd Year,68,8.0,6.5,7.6,7.7,6.2,0.0,regularly,0,7.2,3,0,0.25338415823753624,0.25,Low
Aditya Deshmukh,18,Male,BSc CS,1st Year,71,6.1,5.3,8.6,8.2,7.4,1.0,rarely,0,7.1,1,1,0.44603355644265685,0.44,Medium
Nandini Katpara,20,Female,BCom,1st Year,81,6.9,6.1,7.1,6.6,8.0,1.0,occasionally,0,6.9,2,1,0.3657292073115826,0.36,Medium
Dhruv Rawat,18,Female,BA,2nd Year,70,6.5,7.0,4.9,5.6,6.9,2.0,never,1,6.2,0,1,0.7006933397364709,0.69,High
Kiara Ansari,21,Male,BSc IT,2nd Year,76,8.2,7.0,7.3,7.0,7.0,0.0,regularly,0,7.3,3,0,0.20654620764174442,0.21,Low
Simran Mhatre,22,Female,BA,3rd Year,100,7.8,6.9,8.2,6.0,7.0,0.0,never,0,7.2,0,0,0.2958249542275715,0.3,Low
Vaishnavi Gawande,22,Male,BSc IT,3rd Year,74,6.1,5.3,6.6,6.2,6.7,1.0,regularly,0,6.2,3,1,0.424963231983672,0.43,Medium
Aarav Mukherjee,21,Female,BCom,1st Year,75,7.1,6.2,8.6,6.7,8.3,3.0,never,1,7.4,0,1,0.6068523576552511,0.62,High
Sumit Dalvi,20,Female,BA,1st Year,80,5.9,7.8,7.0,5.7,7.2,1.0,regularly,0,6.7,3,1,0.3341837500375185,0.33,Medium
Bhavesh Mathew,20,Female,BSc IT,1st Year,65,4.1,7.3,6.4,8.0,6.2,1.0,rarely,0,6.4,1,1,0.5618603115526608,0.56,Medium
Rudra Dalvi,19,Male,BCom,1st Year,74,7.0,6.4,6.4,6.2,6.4,0.0,regularly,0,6.5,3,0,0.31212294024071796,0.32,Medium
Isha Jain,22,Male,BSc CS,2nd Year,79,7.8,5.8,6.4,7.7,6.9,1.0,regularly,0,6.9,3,1,0.3132935138217727,0.32,Medium
Sai Mishra,22,Male,BA,3rd Year,49,7.0,7.0,5.4,8.7,7.2,1.0,never,1,7.1,0,1,0.6139958579704055,0.61,High
Monika Chowdhury,21,Female,BSc IT,2nd Year,63,5.5,9.2,6.1,4.2,7.0,1.0,never,1,6.4,0,1,0.6320196896479274,0.63,High
Nandini Shah,20,Male,BSc IT,2nd Year,100,7.8,7.0,8.3,8.3,6.5,2.0,occasionally,0,7.6,2,1,0.27721583575952213,0.28,Low
Ishita Ansari,22,Male,BCom,2nd Year,67,6.0,7.0,5.8,6.7,7.0,0.0,occasionally,0,6.5,2,0,0.403157547198127,0.4,Medium
Parth Mehta,19,Female,BSc CS,1st Year,70,9.2,5.6,8.4,8.0,5.5,2.0,occasionally,0,7.3,2,1,0.4390401296635352,0.45,Medium
Pooja Naik,18,Male,BA,2nd Year,100,8.9,6.4,7.2,8.8,8.0,0.0,rarely,0,7.8,1,0,0.15415553621274405,0.18,Low
Darshan Sinha,20,Male,BCom,1st Year,84,7.2,6.6,7.0,5.6,5.9,2.0,occasionally,0,6.4,2,1,0.483671999279647,0.49,Medium
Nisha Yadav,22,Female,BBA,1st Year,70,6.8,7.0,6.9,7.2,9.3,1.0,regularly,0,7.4,3,1,0.2922081820091845,0.29,Low
Aditi Kulkarni,21,Female,BCom,3rd Year,44,6.6,7.3,7.2,5.2,7.0,2.0,occasionally,0,6.6,2,1,0.6396584326319896,0.63,High
Ansh Yadav,22,Female,BBA,1st Year,70,6.4,8.4,5.8,6.0,5.7,3.0,occasionally,0,6.5,2,1,0.6189182699522765,0.61,High
Gauri Sheikh,19,Male,BSc IT,2nd Year,52,9.1,8.9,6.0,7.4,6.0,0.0,regularly,0,7.5,3,0,0.29261338055647257,0.29,Low
Pooja Dalvi,20,Male,BA,1st Year,100,5.3,7.0,8.8,7.6,4.4,1.0,occasionally,0,6.6,2,1,0.31959660233514425,0.32,Medium
Hetal Agarwal,21,Female,BBA,1st Year,63,5.2,5.9,6.8,8.7,7.0,2.0,regularly,0,6.7,3,1,0.48460245520304956,0.49,Medium
Tanya Iyer,20,Male,BSc CS,1st Year,97,7.4,9.4,7.0,7.8,4.9,0.0,occasionally,0,7.3,2,0,0.172674610559174,0.17,Low
Arjun Chitale,20,Female,BSc IT,1st Year,93,7.2,7.6,4.7,5.7,7.8,2.0,regularly,0,6.6,3,1,0.3642584866584625,0.36,Medium
Simran Menon,20,Male,BCom,1st Year,96,7.9,7.5,5.9,7.3,6.2,0.0,never,0,7.0,0,0,0.33984152234594944,0.34,Medium
Laksh Jain,21,Female,BCom,1st Year,88,7.0,6.1,6.5,5.8,8.2,0.0,occasionally,0,6.7,2,0,0.28237836539904554,0.28,Low
Vidhi Solanki,20,Male,BCom,3rd Year,73,4.9,8.4,7.2,7.2,7.5,0.0,never,0,7.0,0,0,0.4355884383347841,0.43,Medium
Sagar Pinto,18,Female,BSc IT,3rd Year,93,5.8,7.3,8.2,7.3,7.0,2.0,regularly,0,7.1,3,1,0.3043191163670198,0.31,Medium
Ishita Mhatre,21,Female,BSc IT,3rd Year,73,9.5,4.7,7.0,4.7,6.3,1.0,never,0,6.5,0,1,0.578833628477954,0.57,Medium
Siddharth Iyer,19,Female,BSc CS,2nd Year,73,8.8,7.2,5.0,9.1,7.6,1.0,occasionally,0,7.6,2,1,0.32791067623135334,0.33,Medium
Sonal Bhatt,19,Female,BCom,3rd Year,84,7.4,5.3,7.0,6.1,7.1,0.0,regularly,0,6.6,3,0,0.25700093045592326,0.25,Low
Heena Sharma,18,Female,BSc IT,2nd Year,90,7.5,6.6,8.0,7.1,6.8,2.0,occasionally,0,7.2,2,1,0.36750007503676807,0.37,Medium
Darshan Banerjee,21,Female,BBA,2nd Year,55,5.3,6.3,8.2,7.1,8.1,2.0,regularly,0,7.0,3,1,0.4882792568358495,0.48,Medium
Ishita Katpara,18,Female,BSc IT,2nd Year,69,7.3,6.6,6.4,7.5,7.0,1.0,occasionally,0,7.0,2,1,0.4152084521415494,0.41,Medium
Anjali Tiwari,18,Female,BSc IT,1st Year,68,6.2,6.9,6.1,5.5,7.9,1.0,rarely,0,6.5,1,1,0.5313953837380317,0.53,Medium
Aanya Kadam,19,Female,BBA,1st Year,52,6.1,6.4,6.3,8.0,7.4,1.0,occasionally,0,6.8,2,1,0.5072635591439805,0.51,Medium
Dhruv Das,19,Female,BSc IT,3rd Year,72,6.3,8.4,5.1,6.9,7.2,1.0,occasionally,0,6.8,2,1,0.42175165831257316,0.42,Medium
Bhavesh Nair,22,Male,BCom,2nd Year,73,5.4,5.8,6.9,5.7,5.5,1.0,rarely,0,5.9,1,1,0.5886784524416964,0.57,Medium
Akash Kadam,22,Male,BBA,1st Year,75,6.2,6.0,6.4,7.6,7.0,2.0,never,0,6.6,0,1,0.6247711378575502,0.63,High
Sneha Naik,19,Female,BA,3rd Year,66,7.4,5.4,8.0,6.3,9.5,0.0,occasionally,0,7.3,2,0,0.31080229312363034,0.31,Medium
Atharva Pawar,19,Male,BCom,1st Year,64,5.2,7.8,7.1,7.7,5.6,1.0,regularly,0,6.7,3,1,0.4113515622655101,0.41,Medium
Raj Shetty,22,Female,BSc IT,1st Year,100,8.0,6.6,5.6,5.8,7.8,1.0,regularly,0,6.8,3,1,0.23855689287751003,0.24,Low
Rudra Pillai,19,Female,BBA,3rd Year,85,7.3,5.8,6.4,8.8,8.4,1.0,regularly,0,7.3,3,1,0.23942731938649933,0.24,Low
Hetal Sawant,20,Female,BA,1st Year,95,8.4,3.9,7.6,7.9,8.1,1.0,regularly,0,7.2,3,1,0.21166371522045796,0.21,Low
Harsh Qureshi,22,Male,BCom,3rd Year,69,7.3,6.2,6.1,6.8,7.2,1.0,rarely,0,6.7,1,1,0.5019809706756312,0.5,Medium
Diya Bansal,21,Male,BSc IT,3rd Year,45,7.9,7.1,6.8,8.4,5.4,0.0,regularly,0,7.1,3,0,0.36789026623045284,0.36,Medium
Raj Bose,22,Female,BSc CS,1st Year,81,6.5,7.0,6.1,7.8,7.6,2.0,never,0,7.0,0,1,0.5473331932646996,0.54,Medium
Tanya Shirke,21,Male,BSc CS,1st Year,73,6.1,7.1,7.8,5.6,8.1,1.0,never,0,7.0,0,1,0.5202449200108052,0.52,Medium
Krishna Tiwari,21,Female,BA,2nd Year,84,8.3,7.0,6.0,7.7,6.5,1.0,regularly,0,7.1,3,1,0.27097277666056346,0.27,Low
Vivek Banerjee,18,Male,BBA,3rd Year,93,8.4,7.0,4.9,8.3,6.2,3.0,occasionally,0,7.0,2,1,0.45592340246720897,0.45,Medium
Shreya Bose,19,Male,BSc IT,2nd Year,87,7.3,6.5,7.0,6.6,8.1,2.0,regularly,0,7.1,3,1,0.32987663955338115,0.33,Medium
Vidhi Jadhav,21,Male,BA,3rd Year,73,7.6,7.7,5.2,7.4,6.6,0.0,rarely,0,6.9,1,0,0.3890206201038507,0.39,Medium
Aryan Singh,22,Male,BSc IT,1st Year,80,8.2,9.6,6.0,8.1,7.8,1.0,rarely,0,7.9,1,1,0.3069003811867814,0.32,Medium
Tejas Bhosale,20,Female,BBA,2nd Year,88,7.2,8.1,7.3,7.8,7.0,1.0,occasionally,0,7.5,2,1,0.269126872167362,0.27,Low
Akash Chowdhury,22,Male,BCom,1st Year,72,8.3,7.9,7.1,8.0,6.1,1.0,rarely,0,7.5,1,1,0.4001710838310771,0.41,Medium
Heena Malhotra,18,Male,BSc CS,2nd Year,88,8.2,7.2,8.8,7.0,8.1,1.0,never,1,7.9,0,1,0.33918119878740566,0.32,Medium
Sai Bhat,18,Male,BCom,3rd Year,35,6.5,7.4,6.8,6.7,7.7,1.0,regularly,0,7.0,3,1,0.5014106912387069,0.49,Medium
Sonal Menon,20,Female,BSc IT,1st Year,81,8.3,8.1,7.8,7.3,6.3,1.0,occasionally,0,7.6,2,1,0.28911666716691187,0.29,Low
Kavya Yadav,20,Male,BBA,3rd Year,57,10.0,6.0,6.6,6.7,5.7,2.0,regularly,0,7.0,3,1,0.47971005792838495,0.47,Medium
Heena Lad,20,Male,BSc IT,2nd Year,75,8.5,7.1,7.9,7.3,6.3,2.0,occasionally,0,7.4,2,1,0.40650418705165536,0.42,Medium
Shivansh Kulkarni,19,Female,BA,3rd Year,96,6.8,7.3,4.7,8.4,6.8,0.0,rarely,0,6.8,1,0,0.2980160278536482,0.3,Low
Kavya Gawande,22,Female,BSc IT,1st Year,95,7.5,8.6,3.8,8.1,5.9,0.0,occasionally,0,6.8,2,0,0.245790437314284,0.25,Low
Riya Shirke,20,Male,BBA,1st Year,59,6.9,6.6,5.2,8.8,5.3,0.0,never,1,6.6,0,0,0.5506648257646248,0.54,Medium
Rahul Chaudhary,22,Male,BSc IT,3rd Year,57,8.6,5.2,7.0,6.4,6.2,0.0,never,1,6.7,0,0,0.54724314914308,0.53,Medium
Kabir Deshmukh,18,Female,BBA,1st Year,58,5.7,7.9,7.9,8.9,7.7,1.0,regularly,0,7.6,3,1,0.32511930846114595,0.33,Medium
Pallavi Mittal,22,Male,BCom,1st Year,94,6.9,7.5,7.3,6.9,6.9,1.0,regularly,0,7.1,3,1,0.22233394363237988,0.22,Low
Deepak Chaudhari,19,Female,BCom,2nd Year,79,6.9,8.5,6.4,7.1,7.8,3.0,occasionally,0,7.3,2,1,0.4754329621514542,0.47,Medium
Saanvi Mathew,18,Male,BA,1st Year,73,7.3,7.2,8.3,9.1,6.9,0.0,never,0,7.8,0,0,0.34868085361827295,0.34,Medium
Jay Sethi,22,Female,BBA,2nd Year,76,7.6,4.4,6.1,5.8,9.0,0.0,rarely,0,6.6,1,0,0.41825494492301224,0.42,Medium
Simran Rao,19,Male,BSc IT,3rd Year,76,6.5,6.6,7.0,7.7,7.0,1.0,regularly,0,7.0,3,1,0.3246840952066513,0.32,Medium
Sai Chowdhury,22,Female,BCom,3rd Year,70,7.2,7.2,6.0,5.6,5.5,1.0,regularly,0,6.3,3,1,0.42658402617282454,0.42,Medium
Shruti Thakur,21,Female,BSc IT,1st Year,78,6.6,7.0,8.3,9.1,7.9,1.0,occasionally,0,7.8,2,1,0.27787615931806575,0.28,Low
Kavya Fernandes,20,Female,BSc CS,1st Year,71,7.8,8.4,7.0,5.9,6.9,1.0,occasionally,0,7.2,2,1,0.3770447519284447,0.38,Medium
Saloni Bose,22,Male,BBA,1st Year,64,9.2,4.5,5.8,6.2,5.4,1.0,never,1,6.2,0,1,0.6471471020800191,0.64,High
Simran Katpara,21,Female,BSc IT,2nd Year,89,7.0,7.7,8.2,5.6,6.2,0.0,occasionally,0,6.9,2,0,0.25550019509559685,0.25,Low
Chirag Pinto,18,Female,BBA,2nd Year,92,5.1,7.0,7.0,7.0,7.1,2.0,rarely,0,6.6,1,1,0.48325179337875557,0.49,Medium
Kunal Das,20,Male,BCom,1st Year,78,5.9,7.3,5.2,8.6,6.5,2.0,rarely,0,6.7,1,1,0.5382987663955339,0.54,Medium
Palak Pandey,19,Female,BBA,1st Year,69,7.5,5.3,6.0,5.5,6.5,1.0,rarely,0,6.2,1,1,0.568643635381337,0.56,Medium
Darshan Nair,18,Female,BSc IT,1st Year,74,6.6,7.0,6.0,8.4,7.6,0.0,never,0,7.1,0,0,0.418465047873458,0.42,Medium
Ishita Gokhale,21,Male,BBA,2nd Year,62,6.8,5.9,7.4,7.0,6.9,0.0,occasionally,0,6.8,2,0,0.38852537743494314,0.39,Medium
Saanvi Iyer,20,Female,BSc CS,2nd Year,81,6.2,6.3,7.0,7.6,7.0,1.0,never,0,6.8,0,1,0.49665336014647166,0.49,Medium
Meera Trivedi,18,Male,BSc CS,1st Year,73,6.8,7.0,6.7,6.0,6.5,0.0,rarely,0,6.6,1,0,0.4252483717021339,0.42,Medium
Anjali Katpara,18,Male,BSc CS,2nd Year,99,6.1,8.6,7.7,8.3,5.4,1.0,never,0,7.2,0,1,0.368910766275475,0.37,Medium
Diya Thakur,21,Male,BA,2nd Year,69,6.8,8.1,6.0,7.9,6.4,2.0,regularly,0,7.0,3,1,0.42176666566617627,0.42,Medium
Dhruv Jadhav,18,Female,BBA,3rd Year,84,9.7,7.0,4.3,5.9,4.8,2.0,regularly,0,6.3,3,1,0.4402557253053995,0.45,Medium
Tanya Menon,18,Female,BSc IT,3rd Year,42,5.5,7.0,6.6,6.5,5.4,1.0,occasionally,1,6.2,2,1,0.6241858510670227,0.6,Medium
Nandini Ansari,21,Female,BSc IT,1st Year,75,6.8,8.9,4.4,5.7,8.7,0.0,regularly,0,6.9,3,0,0.2606477173815168,0.27,Low
Kunal Nikam,21,Male,BSc IT,1st Year,92,5.4,5.9,8.2,6.7,6.8,1.0,occasionally,0,6.6,2,1,0.35384338325779635,0.35,Medium
Kavya Salunkhe,22,Male,BA,1st Year,89,4.2,7.8,7.6,6.6,9.3,0.0,rarely,0,7.1,1,0,0.29507458654740815,0.29,Low
Arnav Menon,20,Female,BBA,2nd Year,67,7.8,6.4,6.8,7.2,6.6,1.0,occasionally,0,7.0,2,1,0.4241528348890955,0.43,Medium
Diya Bhosale,21,Female,BBA,3rd Year,71,5.9,7.0,7.0,4.8,5.8,1.0,regularly,0,6.1,3,1,0.4508959390101149,0.44,Medium
Saloni Naidu,20,Male,BSc CS,1st Year,62,8.5,7.1,7.7,5.7,7.8,0.0,rarely,0,7.3,1,0,0.38543386259267026,0.38,Medium
Palak Gupta,22,Male,BCom,2nd Year,63,7.2,7.0,7.8,8.7,7.6,1.0,occasionally,0,7.6,2,1,0.3585857069964283,0.36,Medium
Yamini Nair,22,Male,BSc CS,2nd Year,80,5.1,4.8,6.5,8.9,6.3,1.0,rarely,0,6.3,1,1,0.5028363898310172,0.5,Medium
Khushi Bhat,19,Female,BBA,3rd Year,58,6.5,7.9,5.4,8.0,7.4,1.0,regularly,0,7.0,3,1,0.3925023261398084,0.39,Medium
Amit Desai,18,Male,BSc CS,1st Year,36,7.3,8.1,8.3,8.5,8.1,1.0,regularly,0,8.0,3,1,0.3737281267821232,0.39,Medium
Gauri Nair,18,Female,BSc CS,3rd Year,94,5.7,5.3,4.5,6.4,7.4,0.0,rarely,0,5.9,1,0,0.4174295404748326,0.42,Medium
Varun D'Souza,21,Female,BSc CS,3rd Year,60,7.0,9.2,7.0,6.7,6.2,0.0,rarely,0,7.2,1,0,0.4136176726596032,0.41,Medium
Muskan Nair,21,Female,BSc IT,3rd Year,74,6.9,7.4,8.2,7.3,8.2,0.0,regularly,0,7.6,3,0,0.18142389770987785,0.19,Low
Jinal Mukherjee,19,Male,BSc CS,2nd Year,76,6.5,5.7,7.0,7.4,6.1,1.0,occasionally,0,6.5,2,1,0.4352582765555122,0.44,Medium
Tejas Khan,21,Male,BSc IT,2nd Year,70,7.5,7.4,8.4,4.9,6.8,0.0,regularly,0,7.0,3,0,0.2698322177867154,0.27,Low
Deepak Sharma,21,Male,BA,3rd Year,79,5.7,7.4,8.1,6.4,7.2,1.0,never,0,7.0,0,1,0.4895248671849205,0.49,Medium
Om Mehta,21,Female,BA,3rd Year,67,6.9,7.6,7.7,7.9,5.2,0.0,regularly,0,7.1,3,0,0.2750997989014617,0.27,Low
Aditya Banerjee,19,Male,BA,2nd Year,67,5.8,5.9,5.4,6.2,8.9,1.0,occasionally,0,6.4,2,1,0.486553411171474,0.48,Medium
Arjun Rane,21,Female,BA,3rd Year,66,9.0,8.9,7.9,5.6,6.5,0.0,regularly,0,7.6,3,0,0.21876219347480255,0.22,Low
Khushi Sinha,19,Male,BA,3rd Year,64,5.6,4.7,6.9,6.0,5.0,0.0,never,1,5.7,0,0,0.6377224840171684,0.62,High
Saloni Solanki,19,Male,BSc CS,2nd Year,73,5.5,7.0,5.7,6.8,7.4,1.0,rarely,0,6.5,1,1,0.5172434492901522,0.51,Medium
Hitesh Fernandes,22,Male,BSc IT,2nd Year,60,9.8,4.7,7.0,5.6,5.7,2.0,rarely,0,6.6,1,1,0.6367770207401626,0.64,High
Rohan Bose,18,Male,BSc CS,2nd Year,66,7.4,7.2,5.6,5.6,9.4,1.0,rarely,0,7.0,1,1,0.4778641534351831,0.48,Medium
Saloni Sharma,18,Female,BSc CS,1st Year,100,7.0,7.7,5.9,4.5,7.8,1.0,never,0,6.6,0,1,0.4416964312513131,0.44,Medium
